Time	LB__Strain1	LB__Strain2	LB__Strain3	LB__Strain4	LB__Strain5	LB__Strain6	M9-glucose__Strain1	M9-glucose__Strain2	M9-glucose__Strain3	M9-glucose__Strain4	M9-glucose__Strain5	M9-glucose__Strain6	M9-rhamnose__Strain1	M9-rhamnose__Strain2	M9-rhamnose__Strain3	M9-rhamnose__Strain4	M9-rhamnose__Strain5	M9-rhamnose__Strain6
8.001666666666667	0.756	0.5900000000000001	0.7362500000000001	0.6817500000000001	0.643	0.6892499999999999	0.3425	0.22424999999999998	0.3285	0.3284999999999999	0.30999999999999994	0.31875	0.14024999999999999	0.038000000000000006	0.142	0.14325000000000002	0.138	0.14250000000000004
8.335	0.7715000000000001	0.596	0.75475	0.6945	0.6565	0.7052499999999999	0.34575	0.222	0.33475	0.33375	0.31725000000000003	0.32525000000000004	0.14875000000000002	0.03925000000000001	0.14925000000000002	0.1515	0.146	0.151
8.668333333333333	0.7907500000000001	0.6010000000000001	0.7759999999999999	0.7157500000000001	0.68025	0.7305	0.349	0.22624999999999998	0.3420000000000001	0.34225000000000005	0.32599999999999996	0.33499999999999996	0.15599999999999997	0.040749999999999995	0.15550000000000003	0.1585	0.153	0.15825
9.001666666666667	0.801	0.60525	0.79075	0.7302500000000001	0.69475	0.7457499999999999	0.34975	0.22749999999999998	0.34500000000000003	0.34675	0.33149999999999996	0.3405	0.1635	0.04200000000000001	0.16075	0.16575	0.15824999999999997	0.16424999999999998
9.335	0.8144999999999999	0.612	0.80575	0.7410000000000001	0.7145	0.7652500000000001	0.35425000000000006	0.23199999999999998	0.35275	0.35625	0.3415	0.35124999999999995	0.17074999999999999	0.044	0.16775	0.17225000000000001	0.16674999999999998	0.1725
9.668333333333333	0.8332499999999999	0.61875	0.8262499999999999	0.74625	0.73	0.7775	0.358	0.234	0.35950000000000004	0.36375	0.34950000000000003	0.358	0.1755	0.04525	0.17225	0.177	0.1725	0.17725
10.001666666666667	0.8402499999999999	0.62675	0.836	0.7625	0.7455	0.793	0.35925000000000007	0.23625000000000004	0.36275	0.367	0.354	0.364	0.18075	0.047250000000000014	0.17775	0.182	0.17775	0.18375
10.335	0.8447499999999999	0.6267500000000001	0.8419999999999999	0.7665	0.7555000000000001	0.79975	0.35924999999999996	0.23750000000000004	0.36174999999999996	0.36525	0.35225	0.36200000000000004	0.18375	0.047500000000000014	0.18	0.1855	0.18275	0.18625
10.668333333333333	0.8464999999999999	0.6317499999999999	0.84525	0.7729999999999999	0.7627499999999999	0.8052499999999999	0.359	0.2395	0.362	0.36650000000000005	0.35475	0.36475	0.18725	0.048750000000000016	0.185	0.189	0.1885	0.19124999999999998
11.001666666666667	0.8442500000000001	0.6367499999999999	0.8444999999999999	0.775	0.76675	0.80675	0.35475	0.24025000000000002	0.3615	0.36625	0.35475	0.36424999999999996	0.19099999999999998	0.05049999999999999	0.19075	0.19299999999999998	0.19299999999999998	0.19550000000000003
11.335	0.8467500000000001	0.6442499999999999	0.8482500000000001	0.7737499999999999	0.773	0.8094999999999999	0.356	0.24325	0.36524999999999996	0.37149999999999994	0.36024999999999996	0.37	0.19675	0.05299999999999999	0.20250000000000004	0.19925	0.20299999999999999	0.20425000000000001
11.668333333333333	0.8580000000000001	0.6425000000000001	0.8545	0.7695000000000001	0.77475	0.8085	0.357	0.24275	0.366	0.37024999999999997	0.359	0.36950000000000005	0.20024999999999998	0.05374999999999999	0.21175000000000005	0.20525	0.21350000000000002	0.21125
12.001666666666667	0.8555000000000001	0.6522500000000001	0.8527500000000001	0.77025	0.78025	0.81025	0.35724999999999996	0.24575	0.36875	0.37275	0.36350000000000005	0.37375	0.21100000000000002	0.056749999999999995	0.22325	0.21475000000000005	0.22325	0.22225
12.335	0.8544999999999999	0.6497499999999999	0.85225	0.7705	0.7767499999999999	0.8075	0.35675	0.24525	0.36924999999999997	0.37249999999999994	0.36175	0.37049999999999994	0.21800000000000005	0.057499999999999996	0.22999999999999995	0.22325000000000003	0.231	0.23349999999999996
12.668333333333333	0.86875	0.67225	0.8604999999999999	0.77825	0.78825	0.81525	0.366	0.25025	0.376	0.37925	0.37	0.38049999999999995	0.22900000000000004	0.0595	0.24125000000000002	0.23525000000000001	0.242	0.2485
13.001666666666667	0.85575	0.6585000000000001	0.8485	0.7667499999999999	0.7757499999999999	0.8059999999999999	0.356	0.24875000000000003	0.36925	0.37275	0.3635	0.372	0.23425	0.0605	0.2455	0.24250000000000005	0.249	0.2565
13.335	0.86025	0.6657500000000001	0.84425	0.76025	0.7735000000000001	0.7975	0.35950000000000004	0.24999999999999997	0.372	0.374	0.365	0.37525	0.24124999999999996	0.0625	0.2515	0.24974999999999997	0.25775	0.26575000000000004
13.668333333333333	0.8552500000000001	0.661	0.8372499999999998	0.7522499999999999	0.7677500000000002	0.7907500000000001	0.35450000000000004	0.2525	0.37050000000000005	0.37225	0.36475	0.375	0.247	0.0645	0.256	0.257	0.2655	0.27475
14.001666666666667	0.8585	0.6759999999999999	0.84425	0.7629999999999999	0.7775000000000001	0.79975	0.35550000000000004	0.25575	0.37250000000000005	0.37350000000000005	0.3662500000000001	0.37600000000000006	0.2522500000000001	0.0665	0.26149999999999995	0.26349999999999996	0.27525	0.28525
14.335	0.843	0.6644999999999999	0.82375	0.7450000000000001	0.7595000000000001	0.78175	0.35075	0.25625	0.36924999999999997	0.36924999999999997	0.36350000000000005	0.37250000000000005	0.25475000000000003	0.06775	0.265	0.268	0.28275	0.29325
14.668333333333333	0.855	0.6752500000000001	0.82925	0.7515000000000001	0.7682500000000001	0.7882499999999999	0.35475	0.2585	0.37375	0.3725	0.36775	0.375	0.25925	0.06975	0.27	0.27425	0.2905000000000001	0.3005
15.001666666666667	0.8532500000000001	0.6704999999999999	0.82175	0.74275	0.7617499999999999	0.782	0.35450000000000004	0.26125	0.375	0.37424999999999997	0.37050000000000005	0.37750000000000006	0.26175	0.07200000000000001	0.274	0.28074999999999994	0.2975	0.30625
15.335	0.8564999999999998	0.685	0.8234999999999999	0.75	0.7697499999999999	0.78925	0.36	0.265	0.38150000000000006	0.37849999999999995	0.3762500000000001	0.38275000000000003	0.26725	0.07475000000000001	0.27925	0.28500000000000003	0.303	0.3167499999999999
15.668333333333333	0.85475	0.679	0.8225	0.74475	0.76325	0.7845	0.358	0.26675	0.381	0.37975000000000003	0.377	0.383	0.26949999999999996	0.07725000000000001	0.2825	0.2895	0.30600000000000005	0.3215
16.001666666666665	0.8437500000000001	0.678	0.81225	0.74175	0.7580000000000001	0.78075	0.3525	0.26449999999999996	0.37375	0.371	0.37000000000000005	0.377	0.26725	0.07725000000000001	0.28	0.2894999999999999	0.30775	0.319
16.335	0.84575	0.6835	0.8097499999999999	0.7415	0.7595000000000001	0.7797499999999999	0.35775	0.26574999999999993	0.378	0.37324999999999997	0.37224999999999997	0.379	0.271	0.07974999999999999	0.28324999999999995	0.29375	0.31399999999999995	0.32
16.668333333333333	0.83075	0.6745	0.7939999999999999	0.7262500000000001	0.7444999999999999	0.76475	0.35375	0.26625	0.375	0.37175	0.37124999999999997	0.37775000000000003	0.27175	0.08150000000000002	0.28500000000000003	0.2945	0.3155	0.32075000000000004
17.001666666666665	0.8365	0.679	0.7965	0.72925	0.748	0.7702500000000001	0.35675	0.27025	0.38049999999999995	0.37649999999999995	0.37625	0.383	0.276	0.08500000000000002	0.29	0.29950000000000004	0.32225	0.32625000000000004
17.335	0.8179999999999998	0.68225	0.7867500000000001	0.7270000000000001	0.7454999999999999	0.7639999999999999	0.35724999999999996	0.26825	0.37925	0.374	0.374	0.38175000000000003	0.27675	0.08550000000000002	0.28950000000000004	0.3015	0.32499999999999996	0.327
17.668333333333333	0.83375	0.6825	0.7959999999999999	0.7302500000000001	0.7475	0.7697500000000002	0.35525000000000007	0.272	0.38050000000000006	0.37625	0.37625	0.38175000000000003	0.2805	0.08875	0.29475	0.30424999999999996	0.3305	0.33275
18.001666666666665	0.8225	0.67875	0.7867500000000001	0.7250000000000001	0.73725	0.7615000000000001	0.35150000000000003	0.27125	0.37575000000000003	0.3722500000000001	0.37275	0.3772500000000001	0.278	0.08925	0.29274999999999995	0.30425	0.33299999999999996	0.3325
18.335	0.8177499999999999	0.68475	0.7855	0.7254999999999999	0.742	0.7615000000000001	0.355	0.27125	0.38050000000000006	0.37525	0.37525	0.38025	0.28150000000000003	0.09125000000000003	0.29575	0.3075	0.3375	0.337
18.668333333333333	0.8090000000000002	0.6795	0.7774999999999999	0.71625	0.7315	0.7515000000000001	0.35375	0.274	0.38025	0.37725	0.37775000000000003	0.38225	0.28425000000000006	0.0945	0.301	0.31125	0.34249999999999997	0.3425
19.001666666666665	0.7849999999999999	0.6792499999999999	0.7627499999999999	0.711	0.7259999999999999	0.74475	0.35575	0.27449999999999997	0.382	0.37750000000000006	0.379	0.38349999999999995	0.28700000000000003	0.0965	0.30350000000000005	0.31425000000000003	0.34425	0.34675
19.335	0.7859999999999999	0.6779999999999999	0.764	0.71075	0.7247499999999999	0.74225	0.3550000000000001	0.27125	0.38	0.375	0.37625	0.3807499999999999	0.28524999999999995	0.097	0.30225	0.31550000000000006	0.3465	0.34625
19.668333333333333	0.791	0.6777500000000001	0.76625	0.71175	0.72775	0.7439999999999999	0.353	0.273	0.37749999999999995	0.3722500000000001	0.37525	0.37925	0.28650000000000003	0.09875	0.305	0.3162500000000001	0.35050000000000003	0.3495
20.001666666666665	0.7862499999999999	0.6744999999999999	0.7594999999999998	0.70825	0.72125	0.7395	0.34924999999999995	0.2735000000000001	0.37525	0.37024999999999997	0.374	0.37750000000000006	0.28825	0.10025	0.3065	0.31875	0.35225	0.35125
20.335	0.782	0.67025	0.7555000000000001	0.7037500000000001	0.7190000000000001	0.7364999999999999	0.34725000000000006	0.2735000000000001	0.37475	0.36975	0.37424999999999997	0.37725	0.2885	0.10200000000000001	0.3085	0.32199999999999995	0.35450000000000004	0.35375
20.668333333333333	0.7869999999999999	0.673	0.7594999999999998	0.71	0.7217500000000001	0.7390000000000001	0.34875	0.27325	0.37750000000000006	0.37075	0.37525	0.37725	0.2905	0.10400000000000001	0.31024999999999997	0.3235	0.35725000000000007	0.357
21.001666666666665	0.7937500000000001	0.67425	0.7642500000000001	0.7094999999999999	0.728	0.7435	0.35150000000000003	0.27774999999999994	0.38325	0.377	0.38150000000000006	0.38325	0.29450000000000004	0.10799999999999998	0.316	0.326	0.36299999999999993	0.36474999999999996
21.335	0.78075	0.6715	0.7545	0.70775	0.7235	0.737	0.34775	0.27449999999999997	0.37675000000000003	0.37050000000000005	0.376	0.37775000000000003	0.29275	0.10775000000000001	0.3135	0.32575	0.36325	0.36574999999999996
21.668333333333333	0.7845000000000002	0.6705000000000001	0.7557499999999999	0.71	0.7229999999999999	0.73925	0.34524999999999995	0.275	0.37525	0.36775	0.37525	0.37650000000000006	0.29574999999999996	0.10925000000000001	0.3155	0.3265	0.36349999999999993	0.36750000000000005
22.001666666666665	0.78075	0.667	0.75075	0.7052499999999999	0.72175	0.7385	0.3435	0.27925	0.37575000000000003	0.36875	0.377	0.37675000000000003	0.29725000000000007	0.11199999999999999	0.319	0.331	0.36625	0.3715
22.335	0.7725	0.66675	0.7442500000000001	0.7017500000000001	0.7202500000000001	0.7332500000000002	0.35175	0.27925	0.38075000000000003	0.376	0.38425	0.38349999999999995	0.3005	0.11375000000000002	0.32299999999999995	0.33575	0.371	0.37625
22.668333333333333	0.77275	0.6665000000000001	0.7464999999999999	0.7030000000000001	0.72	0.73275	0.344	0.275	0.37349999999999994	0.36550000000000005	0.376	0.375	0.29850000000000004	0.11400000000000002	0.32075000000000004	0.334	0.36900000000000005	0.37725
23.001666666666665	0.7735000000000001	0.66675	0.744	0.7055	0.7172499999999999	0.7335	0.34224999999999994	0.27549999999999997	0.37324999999999997	0.366	0.37750000000000006	0.37525	0.30100000000000005	0.11599999999999999	0.32275	0.336	0.37250000000000005	0.3775
23.335	0.7715000000000001	0.6667500000000002	0.7402500000000001	0.6992499999999999	0.7172499999999999	0.7302499999999998	0.3425	0.27875000000000005	0.375	0.36824999999999997	0.381	0.379	0.30325	0.12075	0.32799999999999996	0.3385	0.3752500000000001	0.37825
23.668333333333333	0.7765	0.6715000000000002	0.7464999999999999	0.7062499999999998	0.72325	0.7342499999999998	0.34650000000000003	0.27849999999999997	0.3777499999999999	0.37050000000000005	0.38250000000000006	0.38	0.3075	0.12224999999999997	0.32975	0.34025	0.38	0.38025
24.001666666666665	0.7755	0.6709999999999999	0.746	0.70675	0.7255	0.7364999999999999	0.34299999999999997	0.27825	0.37575000000000003	0.369	0.38225	0.37850000000000006	0.3067500000000001	0.12275	0.33125000000000004	0.34224999999999994	0.38149999999999995	0.382
